gyt: 4834,13982
快乐宝贝: 7156,13847
比懒羊羊爱睡觉: 10548,10959
thj123123: 10999,11016
华裳覆我肩膀: 21511,21513
bleachgc: 17760,34805
myj111: 11080,11097
让寂寞挂眉梢: 29961,30166
轩仔: 30899,30901
lol: 6577,25401
0.0: 8538,13923,19441,21608,24561,26897,37611,40887,45828
盼盼: 6581,14249,42567
面包: 5414,5419
Awki.bby: 857,11227
冰河: 3651,9319,16598,24792,29521
xiaohu: 31427,42691
逍遥: 8079,14809,14953,36301,36307,40615,41478,43862,45604,45725
aaaaaaa: 12436,20082
支持佳佳姐: 40992,40996
lonely: 19360,36883
Echo: 8046,16688,32875
月夜: 4077,35217
paco: 12766,21841
wfengchu: 20173,20199
Allen: 4426,16703,18998,42345,42354
小吉: 19102,33517,35547
乌拉拉: 25417,42711
renjie35@qq.com: 13511,16575
tianyu: 15038,21151
じ☆ve冰吻ゆ: 30779,30862
天地志狼: 30144,33451
沛沛: 19354,28331
..: 12698,16291,28707,34665,39895
鱼片: 23690,27875
小川: 833,4826
gankhigh: 30998,31670
地瓜: 1227,12836
lemon: 1921,19439,21235,21242,37855
Magic: 24620,42786
DOTA小卒: 20568,20579
泥人: 5636,5638
luolei: 5906,16389
ARES: 19584,20843
n0thing: 5106,14466
Army~王者: 45402,45411
涛哥粉丝: 4641,20105,40608
小石头: 11040,32198
Tony: 6374,6375,11726
admimidao: 3440,3447
BKB_TP: 31137,31634
超超: 23235,26354,27885,36289,40022
HR: 10855,40205
HY: 28503,28970
猎人: 31648,31681
筑虫: 46266,46272
bb: 25551,32605,32610,37411
夜无芯: 19197,19201
bk: 8725,40938
ok: 2857,15005,27040
bo: 16324,20290
魅力四射: 16306,26081
charles: 31716,46492
oo: 7889,10574
dangg: 36845,36847
陶陶: 5721,21938
- -: 13622,35718
ink: 3276,7984
雪银狼: 38968,38971
heaven: 41838,42100,43125
bruce: 15551,22214,44832
飞鱼: 2123,4815
神的乞丐: 45193,45194
小神: 39144,44803
yansirong: 33182,33189
致命的一腐败: 9742,19517
青蛙: 3468,17667
神龙: 20775,39405
扬AMAZING: 34038,34049
小狼: 2483,2534
XXX: 6349,25103,35015,36351,46448
alan: 15028,20037,23069,38946,45138
雨翔: 7728,11297
Chris: 10310,42297
小翼: 7234,17532,19741
呆呆: 5269,9252,17953,29693,30597,33539,36277,44134
LINKSHOUTIME: 31028,34014
开天窗: 31432,31433,31439
棒棒糖: 31669,31802
微醺: 20884,20890
Lee: 6828,7306,25838,30331,33516,34710,36264,40178
kid: 11540,28929,36298,39426,41421
Leo: 536,3848,5351,7368,23767,42377,44484
manyJoy: 19581,19599
lonsy: 24923,24932
小钱钱: 42739,42744
kim: 27665,39571
GOD: 10295,32926,42847,44096,45856
kin: 3808,43782
竹子: 27666,43238
天才100哦: 27420,27422
桀骜阿飞: 35335,35338
ilowmm: 20003,20004
ghost: 35814,37781,38214,43645
西瓜: 10835,16689,30019,35133,44645,44950
兜兜: 8003,44045
Saturday: 12101,12169
小麦: 1434,12756,29251
伽蓝雨: 15857,43521
Sin: 67,40560
hans: 17357,30555,39028
Songˇ落小柒、: 9132,9143
Six: 1349,36425
阿南: 18275,18287,28042
嘿咻: 12621,37358
十四: 14209,39842
挽歌: 5075,17704
hahaha: 2162,18528,31639,42933
manaka: 11989,15468,15477
WB31570312: 17884,17907
色魔: 74,41848
夜魔: 3237,9807,13186
lishanquan: 42746,45143
钟爱钟国: 20937,20941
关闭着的: 12362,37186
阿斯顿: 10407,17356
海涛: 1297,2493,6699,10541,10553,11384,14926,19594
巫毒寶寶: 19420,20495
xiaochen: 11940,13099
明仔: 16255,27213
堕落天使: 12830,33404
mqh: 11720,40330
KIDD: 7142,33361
CCZYOYO: 34779,34785
我要要要: 18658,18673
phoenix: 11391,13710,34466
luffy: 6534,19038,31496,38910
小蘑菇: 26802,39106
aaronii: 11578,11590,16946
mantou: 9669,25882
随心所欲: 28866,43835
Mr.Z: 22354,22356,22359,44043
near: 12037,12070,42044
Silver_Swing: 1901,39461
Leon: 4149,6574,9978
鬼舞: 10568,28767
哥，帅吗？: 11250,11327
ricky: 15136,24766,33832,36215
hua: 6120,6134,45762
菜是暂时的: 19950,20394
馒头: 7626,23177,34213,41300
stan: 5229,6829,11974,25227
小柒: 954,7074,11207,14002,16124,26466
scar_chen1990: 32040,32042
star: 6483,6486,8795,14775,21660,40834
@毅@: 8196,8215
半只西瓜: 31633,31640
枫默: 8973,9021
ZERO: 239,16591,32327
胖丶胖: 31322,46461
布衣: 18782,28205,35364
Steven: 12197,40789
chicken: 21785,40042,40047,42316
潮鸣: 9801,10401
zoffy: 26845,45299
freedomcn: 44109,44114
iris: 11106,43871
T.T悲剧: 42264,42273,42278
xiaoxin: 12137,13065
Devil: 13630,25231,38231,40102,43279,43724
Eminem: 26697,45850
Knight: 4945,39373
斯蒂芬: 9794,30081
iceman: 15971,33987,41926
赏金佐罗: 31602,31603,31606,31607
刹那芳华: 6152,14327
G_over0037: 30490,30495
表情气象: 26458,34234
Rampage: 11922,25350
zzzzzzy: 30143,34496
鲍鱼: 36176,36182,46569
Ant_WarRior: 32694,34530
小草: 15519,18553,23585,40512
arli: 494,495
小于蓝: 5876,5877
晓寒: 17644,17707
小流氓: 28066,39043
leonart: 22703,22708
xiaosa202: 30533,30534
花田月下: 30948,30955
zhuzhu: 2567,11449,45906
小贝: 16444,24000
彤少: 33035,33037
Hebsk: 12807,12810,12827
fanta319: 2951,12458
tree: 13595,39211,43661
Rpack: 8065,10398,10442
阿拉丁: 40381,45014
平田真悲剧平男: 15159,15185,28860
彤彤: 17022,38112
Mona: 32033,32036
秋忆: 27322,27324
小贼: 17765,18623,36414
猪头: 7429,12884,19289
wayne: 3617,23881,30987
伪装: 4536,4547,37776
LiaJK: 22046,22049
哥2的是寂寞: 16712,16714
1111111: 292,30329,37474
梦落迦南: 10780,15782
冷鸟: 38204,38271
sb,: 16379,16384
miracle: 7644,18550,25089
妙风: 1825,29830
百度: 653,654,655
苗苗: 18932,18937,36202,41381
sugar: 221,2064,35738
小飞侠: 12651,12704,25010,26295,34959,36556
悲伤: 3761,35166
圣堂: 5968,15278
信仰: 11209,40740
丨淡淡丶幽: 11636,15609
xxx: 14743,19992,20497,26620,28181,37904,39874
mqsaizyb: 9385,9407
Sexy_胖: 34346,34359
Eggplant: 3845,3860
奶牛: 15179,29574,40380
大海: 1069,15620,24533,29277
水水: 10386,19067,23125,33315,43994
蛛丝马迹: 11650,16409,18247,21156,41897,42625,44647
若即若离: 13230,46239
第六人: 18135,23909
magic: 998,29896
lanqxq: 10139,10395
figo: 7913,41009
F神: 46111,46121
zhouzhou: 32138,38164
Sylar: 6022,6069,6728,30284,35715
飞翔: 39109,40771
范范: 36961,44619
维尼: 925,41778
东哥: 14554,20779
顶涛哥: 12020,31008,33503
pll3743: 20787,20795,22849
Rtx_jzw: 11522,42542
KOBE: 13103,32775
奈门摩尔: 1974,11926
信涛哥: 7310,7657
C.C: 10195,23201
莫名: 32435,46085
god: 10478,16674,37374
游戏: 12758,38840,41243,42851,44766
爱老虎油: 10641,11239,17255
随风而过。: 34268,34274
小北: 3059,38361,46613
lala: 557,7345,8503,10232,15912,21353,22414,27285,29421,30840,37513,40003
yyyyy: 33760,39140
右手年华: 37988,46040
無影天下: 34357,34368
日后再说: 10312,23279
Wing: 30646,30654
77: 233,307,1672,5677,10624,10633,15262,17141,28664,30656,31413,39376
Ksint_Night: 6496,6497
Q7: 13326,21437
Ss_Andy: 2106,6705
哈哈: 6788,13076,15991,16656,16939,17745,18178,20630,24617,36115,38125,38126,39622,39768,40386,44820
DD: 1648,4737,9399,18847,19896,29431,45516
潜心修炼: 31155,31157
DJ: 5400,19964,34744
asyzfuyang: 21087,36584
YGLL: 44688,44691
Eric Wu: 36241,36261
Magic_hero: 8855,8861,8864
DP: 38319,40963
滑鼠XIII: 19434,19437
铁山: 15233,29242,40491
DT: 2016,6774,23092
Talen: 7895,17353
leo357449107: 20926,20927
hades: 23621,42121
kc: 16651,28398,41161
wkkill: 8929,10068
kg: 23556,23689
xc: 3796,40133
xf: 7920,35044,38598,39261,45073
无聊的人: 35722,41034,44223
kk: 2714,4917,6935,9814,10354,10408,13646,14220,21773,22223,22951,23250,25544,26849,31379,33972,35232,35300,35947,36317,36763,38168,38483,39711,42222
哀木涕: 8268,17335
xh: 3388,29583
xj: 12497,16335
junlan: 11071,12703
xl: 38151,39381
浅唱oO悲伤: 45015,45016
xo: 40726,40749
ks: 41500,45352
xu: 798,3954
xx: 1133,12533,23329,32800,36960,37093
hunter: 9979,10436,16162,26952,31225,32003,32727,46271
xy: 13967,29066,43867,45606
羽毛: 1330,10662,15059,24966,28213
小硕: 25432,41656
无心插柳: 31111,32878
w12: 15544,15547
我换昵称了: 13734,14411
小生: 10769,18344,38567
秂唻囧: 30520,43047
orochi: 12338,37328
嘎哈: 11729,11752
观音脱衣裳: 689,691
小田: 23008,27533
坏人: 25388,35274,42021
freeze: 9402,36903,41044
康康: 14661,34403,38094
pan: 21998,35483
阿达: 14906,45629
涛声依旧: 409,13409,22904,37129
lptkikilala: 40001,40657,41085
wufei: 41975,44219
dan: 13566,14819,16014,30112
One_Day: 12203,12207,12210,13687,19171
Terry: 742,18256
5201314: 33348,40000
巨馍蘸酱: 6011,42812
kiss: 19328,34627
wen: 8308,33946,44662
静静de发呆: 9552,9572
过客: 2562,14766,16541,36616,37782,46410
ken: 914,11305,15762,19272,21981,32132,41800
SKY: 19654,22222,24302
key: 36206,38959
逝类: 37320,45947
chris: 28729,29172
leon: 5909,11127,11592,20614,32787,35356,35649
138450: 30504,46106
Ｏ.nilk 陽: 30681,30684
godlike: 323,324,10593,26776,41566
小马: 6826,24264,35360
gishow: 9560,9577,9689
gokaly: 41266,41269
Gee: 22499,22501
kisworld: 37866,37867
kitty: 20714,40742
VIGOSS: 14727,30657
小二: 703,3630,14676
qwezsk: 27773,27774
奇诺: 10127,10178
莫须有: 2020,41129
nomol: 17472,18486
小五: 16416,18342,24494,30624
manate: 31761,31796
YAO祖: 9923,9961
神之右手: 22609,33447
栽花: 33417,33484
花心太岁: 30336,30339
牛粪: 24845,26605
强哥: 40247,45304
奔跑的蜗牛: 12140,24483
Francis: 4322,27219,27220,27221
淘米: 6060,28310
小亮: 22188,35530,37629,40609
weige: 7221,38041
aaaaaa: 29895,37185,37212
功夫小panda: 34950,34952
灰色: 36116,37672,43794
鲁鲁修: 13397,35079
Levi Lee: 10555,44178
魇魔: 25971,38192
弑神: 950,30443
amu: 3175,27096
sasa: 20370,46587,46592
cloud: 7109,14032,27835,30258
Sola: 41871,44605
gogogo: 41457,44967
xiongge: 5341,5342
Elvis: 19552,25960
默然: 34084,38025
雨人: 36834,40085,43020
800: 1664,22070
Solo: 15020,15024
kidddd: 21739,39625
Answer: 16401,33507
幽灵羊: 22325,22341
Z.Likey: 9012,9025
云淡风轻: 34231,46666
summer: 353,35432
冷月无声: 40837,46261
Saner: 44166,44167
仧渧と熋貓: 4704,4708
Heller: 3395,35224
xiao go: 42659,42664
Dean: 10522,25794,28451,34685,35798
支持涛哥: 7940,26473,29949,33496
思念: 7263,15577
Saber: 26291,33948
royksharp: 12896,20076,20359
小浩: 23412,26695,27261
小浪: 19429,43196
小屁孩: 5919,5921,5923,14988,34855,43372,43571,46064
饭团: 5397,9166
小海: 188,14281,38486,40991,43683
山寨真多: 2265,2286
Summer: 9011,9022,27477,39565
song: 17212,20437
蝎子: 9437,18660,33018,37081
Beyond: 2427,42712
葡萄酒没事: 27821,32458
筒子: 22089,42285
scylla: 16829,37895
Mascot_cc: 39325,39327
Battler戰人: 12709,12777
扯蛋: 12718,12852
^_^: 3031,29244
追忆: 3449,6508,7687
June: 7501,38332
elfike: 12889,33195
jyj: 29480,31846
海涛粉丝: 8880,33150
无码内射: 10269,10280
sven: 21425,21431,27078,40020
devil: 2722,7104,13796,17686,19199,21565,34135
神经刀: 18071,19271
鹅鹅: 32913,32914
寒月: 16887,37931,40888
biewenbin520: 9647,9659
月夜枫: 28662,37621
天收: 37293,46134
指间的泡沫: 13643,13671
david: 12378,18154,27236
小轩: 7382,8996,38436
狠狠: 36058,40485
十三: 17604,32938
小艾: 15308,33993,34012,45213
毒药: 3696,37993
DOTA新手: 13404,25448,45561
魑魅魍魉: 1144,13251,27611,30274,30276,39260
幽灵: 8228,14851,44910
枫月: 9454,22883
wind: 3675,4551,7533,18643,19983,32285,43148,45678
wing: 1468,9813
磊磊: 6229,13547,44105
帆仔: 13034,35169
Link: 5631,17583
雨轩: 7825,31739
啊啊: 9731,20626,24618,34282,35760,37078,39615
似是逍遥: 30791,31063
涛哥V5: 3111,21607,24730,40848
巴斯光年: 19889,19892
Evil: 29394,31133,36636,45310
夜色: 24237,36959
cosmos: 21100,21524
yanke1989: 13892,34963,34967
Ace: 7588,28982
wsps2: 35014,40725
一起游戏吧: 1457,11537,22278,27355
johnnny123: 37736,37748
xiaoma: 31283,39301
Carl: 19302,37974
Demon7270: 9341,10256
piaopiao: 33215,39083
xiaomi: 13152,18078
bigbang: 11935,32597
KAKA: 24668,45857
牛大力: 2425,39497
Jason: 1284,9013,17577,23371,24884,44964
weighthua: 19682,19690,19693,19844
wowo208: 7854,7866
臭小子: 7972,27263
小刀: 6414,8910,15873,19664,20525,24286,24712,33029,43714,44682
欧阳: 28548,45751
skk: 17440,36150
蓝星: 28279,28282
Ray Mustang: 11202,11220
GODLIKE: 13077,16546
sunny: 13178,36939,41332
paul: 9343,17146,38292,45370
刚子: 1731,32638
Ryan: 9582,10512,23787,26139,32079
谁能挡我: 9857,9862
777: 8108,45564
sky: 295,730,9117,11554,12579,17721,21256,27404,31719,35271,41538,41547,43483
3#: 130,2166,42096
ShadowKing: 10059,10143
海绵宝宝: 28494,32975,33218
小刚: 13280,26880,36589
domen: 28436,28447,28450
小寒: 6557,6725,7318
小狮子: 5662,35243
星心: 9913,27871
33: 1978,26670,26674
Duk_Lady: 28177,28179
vaclav: 11779,40359
小张: 12237,43377
melo: 38823,39300
寻觅: 32313,43481
杨杨: 7618,37607
小刺: 22234,38275
Tofu: 9059,10842,10848
Nick_yue: 30044,30844
MK: 3223,27579
bbb: 11682,34203,38690
MM: 619,4266
bob: 17709,26270,41565,45973
小强: 133,6769,8552,8668,11456,21016,21624,23351,26057,26060,26492,32451,36604,41762,42207,43113,45179,46880
ttggy: 38045,38046
Meditations: 16639,16641
MT: 5840,6605
MU: 18301,32961
zero: 2308,11531,14830,15127
可乐不加冰: 9221,20698
MY: 18412,22424,27744
embracema: 6727,13840
当风吹过: 21514,21542
卡卡西: 5979,19703,20302
presume: 7024,18556
popo: 1779,40982
Mg: 17026,17029
天威: 15041,15045
gg: 6132,6171,7223,12761,13948,14530,26509,31412,39718
tg: 11873,33049
Joe: 6379,11837,28364
ufo: 9316,9329
逗她: 8165,11464,11722
tj: 17427,29496
老狼: 26725,40728
tk: 29437,34846
gs: 4935,15751
gu: 20959,29247,46307
Harry: 5690,35783
silly: 14910,25313,32254,32256,38400
tt: 7144,32858,35563,43280,43966
淡淡: 23278,24132
熊猫: 9540,13740,20748,39138,40824
强势围观: 15939,15949,42585
cool: 10933,21848
wade: 4636,14486,37167
草莓: 17999,34669
17dota: 6547,32662
asdqwe: 5180,5188
Justin: 29843,38066
小琼: 14399,16932
天狼星: 1403,27911
keep_moving: 13272,39492
jack: 3649,16424,18590,31221,35056,35452,35524,42031
我是菜鸟: 27302,28167,46700
@雪@: 15704,15721
Q1ng_kuAng: 26447,26448
.....: 17914,23137
fafa: 24393,34125
Lamgyal: 10888,10896
comecome: 25622,25626
n1ce: 13073,19324,46933
辛德瑞拉: 5278,39798
一叶知秋: 1072,10137
脸脸: 20282,29810
kai: 209,42900
灰日: 20644,21254
悲剧帝: 4066,12880,19647,22124
wolf: 17090,31445,31448,39216
kyleekin: 5215,5219
秋临夜雨: 9421,9523
haolea: 19631,19642
hanhan: 9067,23887,34751
长路漫漫: 33821,37229
only亨利: 6715,6719
风干の寂寞: 20962,20967,20972,21592
kay: 12352,22099,25191,29838,40373
xpc1219: 42227,42233
魂魂: 18527,24762
闲小宁: 8614,8625
jouny: 29916,30152
terry: 17060,19856,19858
yaya: 7676,9573
陈冠希: 3153,9120,29796
风之子: 7384,21458
Sam: 29548,32676,39000
超哥: 26434,36722
E网幽魂: 5237,5241
小饭: 3451,46086
毛启林: 31160,31202
ren: 22001,40083,41986,41987
狂徒: 30604,30609
各种囧: 15526,15529
dragonfly: 14462,33809
fei: 12783,15569,15767,17412
嗯嗯: 3291,34827,44794
BKB: 18965,28980
Monster: 10876,30568
namflow: 14313,14335
frozen: 10455,35614
左手: 2003,26499,27994,35823,42308
Demon: 9223,36230,37359,45777
evanlu: 309,310
愛娣: 1398,1419
永不放弃: 21109,21377
mic: 276,30640
风信子: 4751,23404
legend: 19628,24069
leelen: 27474,27475
东东: 1045,12850,14176,27466,27548,29647,30259,35810,43655,46889
绝对零度: 3096,31875
烧饼头: 37936,37939
tq01jch: 13792,13797
狗狗: 12684,32420
Ben: 14406,16034
17wan: 6548,18563
hong: 18182,33704,41916
看海涛: 10632,23577
騊冭!°: 35550,35557
翔子: 2413,17929,43937,46443
4451: 41366,41377
wingst: 11968,33711
air: 15037,27497,38856
被你囧了: 19330,19335
18728815: 34964,34966
xixi: 157,5805,22368,33079,41339
开心果: 12798,39614
DOTA菜鸟: 12066,12091,13112,22630,35515,36967,37730
HADESPLUTO: 30352,30353
dong: 18856,37047
9527: 665,796,12670,16578,25515,31196,33471,35242,35259,44781,46143
NOEL: 30909,30911
墨迹: 4034,20395,29970
jeff: 12868,41961,42951
孤单: 25020,36534,45136
野区小王子: 31729,31735
游戏人生: 2479,4493,15066,16266,17230,21305,28797,30655,41690,45309
dony: 33816,33826
嗷嗷嗷: 38928,46073
老湿: 15611,16739,34578
枫仲过客: 31146,39815
棒棒糖、○: 41295,41299
吉米: 19990,21209
hzw: 12302,12329
小D: 8611,11032
粑粑: 18230,43087
飘渺: 5349,10046,10072
最爱爆肚炒肝: 6361,15174
小K: 7312,25024,43388
ping: 1415,11741
D调: 10169,10205
老老: 22110,24541
小旭: 15153,24082
小P: 5027,7362,36495
小Q: 4866,12047,41644
小T: 18476,23721,33428,38289,45074
小Y: 11906,23745,28823
killer: 4841,11617,14453,40639
小Z: 16974,18331
寂寞绕指柔: 5073,20773
icefox: 8915,10332
刹那: 7822,9135,40752
karr: 40666,40674
iceiceice: 20321,23277
小c: 9654,14493
KANSHOU: 42642,42646
无兄弟不dota: 8488,44064
HAHA: 6928,33170
sheep: 4941,28941,33099
亚格斯志: 9735,9843
kobe&henry: 30742,30745
琉璃天雨: 29953,30511
baozi: 15710,35680,44540
GGYY: 13115,17772
luo3pao: 2350,2383
saber: 25663,34507
吖BEE: 29900,29908,30810
Justycki: 35977,35982
我’早已累: 34076,40876
无叶的小草: 20110,20115
飞刀: 17190,40933
RAY: 4439,14202
jun: 12065,12394,15774,25929,34391
Pp.羙魉: 28342,33741
水人: 11942,18842
无聊: 11150,16812,32010,45289,45292,45539
旧旧的足迹: 4558,15789
ryan: 42,25893,39958,45734
sdlin: 9122,11381
DOTA小菜: 3026,11746
无赖: 27763,42491,42924
天堂来的孩子: 31236,34916
seaman: 11575,23839,29726
asdych: 19560,19585
zhou: 3143,13402,14420,26613,38462
拒绝融化的冰: 12067,12239
berney: 10052,10187
seed: 4899,4903
13applause: 12623,12690
烟花易冷: 9364,40680
momo: 10805,28646,31338,32831,36407
流放自我: 21172,21198
lio_yuan: 22564,22636
饺子: 6005,29239
浒啸山河: 732,733
安静: 2051,29100,32673,40370,44813
Se7en: 23291,42800
琦霖: 18714,18718
烈火: 15232,34167
南瓜: 3281,15565,35472
lcl: 22475,42434
放弃: 4429,9557,16155,36704,44140
benben: 11339,41443
shihan: 14549,22901
tank: 31707,35729,43512
好好学习: 15952,36896
Ctrl: 4386,13777
kenny: 10631,13455
tianzi: 86,36956
小呆: 8590,18690,37349,46315
做面包的邻居: 6499,6502
snowshow: 29779,32805
Esports海涛: 784,990,1195,1252,1286,2523,3158,4612,10940,12695,13023,28557,36321
小帅: 501,3707,10667,30519
jdmm: 14955,15348
大蛇: 28147,39435
Snow: 19279,36242
fairy: 625,36225
SK小鸡鸡: 9755,9777
Seauy: 25098,25102
幽鬼: 2678,30990,34473
湛蓝渊: 4677,4679
小钢炮: 5593,35026
大灰狼: 7538,15395,18964,25508,29853
zxa: 26744,43901
为之奈何: 16039,33779
zxc: 29078,34311
小周: 45630,45965
lichen: 572,23597
鸦片: 24320,33566
风声边界: 1012,27651
storm: 5920,12281,12891,16572,20877,27123,28750,28751,42251,42836
你懂的: 14609,40470
修洛: 4646,4662
Susu: 2785,4133
你好: 253,8498,25542,38035,39386
kunkun: 10892,10924,37837
Fovever: 14679,46913
沒囿痕忣嘚愛: 9296,9733
草原上的小老鼠: 25894,26307
7号球衣: 19788,19929
sakjsak: 12499,12514
旋律: 10128,31959,37408
YatO_Gaga: 25664,25672
cc: 7558,9683,10237,11703,12948,14082,14098,17597,23025,24592,30123,30397,31181,31517,33145,33586,34290,36574,39427,40371,44405,46254
super: 4798,10281,19388,39419,43811
cf: 12018,22360
dota新手: 9800,15655,26436,27259
阿超: 3777,9937,41347
cj: 4831,14673
ck: 17375,41158
游东戏西: 3597,3604
 |Start|永恒: 32568,42528
cs: 7222,22716
pp: 18652,22462,29282,38794
ferdi: 28256,28257,46096
sssaassa: 35634,35639
neoakatsuki: 25016,25019
ps: 35003,36799,45924
cx: 9246,26989,26992,33545
qicaishijiehao: 37924,38675
NicloCage: 31058,31059,31061
花飞荡天: 29822,29829
天天: 6391,6992,10513,11883,16317,16496,17312,18520,27664,32186,32390,32685,37406,41174,43229
haihai: 5076,25997
小猪: 2084,18540,26748,29590,30590,32690,38179,39220,42652,43933,46159
Avenger: 24987,27071,28164
卡农: 22670,42905
嘎嘎: 6956,12479,12488,14244,25051,33984,41390,43693
脆皮: 20751,20765
海鸥: 7806,17653
小白: 1792,5107,5752,6109,7272,10852,11608,11908,12722,13552,15422,16220,17748,20736,22139,23525,23551,24895,26789,28789,32837,37468,38086,38270,38835,38989,40489,43133,44660,45929
Lost_Klaus: 780,791
wwwymq: 30367,30379
寒兮: 14042,14048,14050
love Ling: 16431,16438
harry: 5759,18309
Kratos: 32200,39243
星空: 11704,13680,34775,34783,35740,38753
John: 32973,36103
jOnly: 15996,16000
kuku: 6283,19591,30557
今晚打老虎: 12253,14682,28277,29185,42248
huiger: 17370,17380
black angly: 38716,38718
xiaoqiang1hao: 16345,16359
黯然: 2369,5726
水寒: 4295,33869
....: 10987,13207,15106,16053
无缺: 46609,46617
小锋: 24337,43092
飘雪: 10823,14862
冰哥: 20036,27409,30747
走到路的尽头: 28445,35660
神灵武士: 32842,34786
www: 2373,26502,31424
吃饭不吃菜: 10317,10356,16420
visionnn: 19157,34750
frank: 2991,16677,28777,30766,35031
门徒: 11646,44783
超过海涛: 9728,9780,9853
小黑: 289,1129,1210,3441,7881,11229,17516,21566,22329,25074,26813,27697,29832,31641,32794,33151,33281,36629,37527,40345,46014
cesc: 20888,36315
脑牛: 42785,42797
Akunyu: 30777,32442,46715
猫猫: 16618,16642,24238,24552,30966,36597,40499
哼哼哈嘿: 25300,35288
不懂: 1646,29831
冬哥: 205,207,211
miko: 3439,38952
...渁慕偲゛: 13281,13305
海涛的徒弟: 2732,38011
夜不眠: 3915,45421
冰咖啡: 8558,24991
NGL: 8938,9347
熊仔: 5881,14266
ray: 2135,8588,32078,32114,35088,38092,43771
年华似水: 6629,9091
Nemo: 3277,8648,30010
灯草和尚: 1329,1337
fan: 6129,45579
Sail: 5579,17958
酸菜鱼: 9172,20221
小俊: 8951,46055
liyong: 38507,38509
小虾米: 3995,4202,4446
srgw: 8930,8937
spirit_elegy: 2731,2761
niuniu: 18700,19590,36438,37386,41062
豆豆: 4549,16313,18661,21060,22030,26886,27635,39232,43173
kenshingen: 18803,33757
咖啡: 4188,14815,33761,46903
城市行军: 20180,23707
melody: 3095,32358
110: 6237,9224,16254,35817,36630,37376,39819,43667
111: 13193,15920,18461,19604,21533,32792,35955,42854,44447
夜未央: 26532,40538
我玩dota: 40087,46284
1111: 5808,8797,14174,15695,19688,28567,32871,35704,40978,42845
风行者: 4217,40552
沙子: 2307,39587
demon: 3369,17420,20708,32263,39727,46671
Melody、潇 : 13577,13690
一直很安静: 5420,6771,27636
tim: 908,35693,36919
NONO: 13041,40181
李俊: 38068,42382
天下: 9197,15811,26187,41517
DODO: 33623,44881
tutu: 9939,35358,36122,43743
kuroky: 5629,32829
腿神: 2947,3446
小树: 14662,35076
信春哥: 23783,33028
段段: 4898,8388
hit: 1303,31317
我爱大咪咪: 39451,39453
神级辅助: 3477,3482
孙爱: 38586,38590
AS_satanCa: 44011,44016
一半天使 一半魔鬼: 38647,38650
航航: 2418,11566,18488,40665
ZHU@YAO: 36326,36331,44371
123123: 7414,14575,20209,22582,24886,28377,42912
小步: 7651,26723
kane: 19106,27920
开心就好: 34847,38905
小歪: 18193,26980,43082
孤影: 27983,27984
show: 5907,19341,42334
whywhy: 15201,28190
无悔: 2402,17616
月下弄影: 9653,38207
Myth: 5065,11519,40333
小样: 14049,27645
坨坨: 44765,44768
LunaSama: 28192,28198
youzi: 28778,39444
jordan: 19077,38520
gang: 2068,19306
我了个去: 3746,13206
AzlarX: 19854,19860
乱世: 30248,33762
soso: 3030,4845,9791,9915,31450
叛逆: 26501,43211
木木: 584,3278,5028,5032,6462,15030,29144,42022
liang: 14817,17770,31422,39592,41701,44485
窝窝儿: 38911,43420
可可: 9542,34891,44359
hero: 3561,27932
依旧: 18555,31331
阿u: 5871,5873
斯巴达克斯: 8706,27980
等待: 20680,45320
隔帘花叶: 20857,21304
Nick: 2968,8466,30053
Jordan: 23285,23294
风的影子: 5615,45334
Team_Great: 31451,45315
scpix: 10327,12873
逝水: 5931,44526
rambo: 6456,31799,46117
●` . 缒疯|: 40432,41472
涛涛: 27808,29816,30424,32128
小赖: 5867,39965
晏紫苏: 25382,44694
蜗牛: 809,2189,9016,9903,17126,19046,31357,33498,45140
Adam: 6455,17827,30802,35398,38774,39950
小莫: 2094,14437
周杰伦: 14238,29374
丿Star灬黑羽: 4332,8468
gaoxh07: 30370,30538
贞操换假钞: 44987,44990
maomao: 10598,14898,22145,39189,41462,46598,46806
Fish: 1811,3255,18428
暴走食人: 29842,41432
AAA: 23777,40964
追梦的猪: 13119,13129
Moon: 7210,18439
班超凡: 5332,5335
小雷子: 5140,27930
阿伟: 8853,31473
恢恢: 8640,40146
MaxHD: 28415,28418
BaozI: 19030,19034
yangyu2106: 29226,29234
激情、→哥: 44878,44880,45072
dota爱好者: 37274,41588
Evan: 5197,21129
dsfsf: 11855,37092
zjmzzz: 30409,30413
飘过D: 36444,36445
llj: 17547,17554
波波: 916,17620,29610,37898
xyz: 25307,32510
T_T: 11036,18629,29991,44642,44644
落落: 611,6174,34444
Master: 9257,24778
小马马: 11773,46065
martian: 4167,17286
老寒: 23226,24808
天外飞仙: 9188,16370
haitaofans: 4378,28394,40301,43557,45758
doraemon: 156,16061
老张: 8898,44432
婲街の儛: 21411,21415
凌波微步: 4246,14818
faint: 12542,36940
yuan: 5676,23676
麦麦: 15672,33646
BOBO: 14702,22557
xiaoxiao: 663,8952,10402,11351,12699,13037,13093,18708,26771,30069,30638,33640,35725,37090,40446,42756,44522
suifeng: 34662,36424,45885
路人: 19022,35475,44154,46183,46463
huhu: 7931,7936
forever: 613,10900
阿杰: 433,33782,37432,41362
energy: 14957,37775,45528
88: 2703,29256
stone: 13952,14977,23505,44921
王妃: 399,1134
dota小麦: 18970,18977
lazy: 6929,32153,36572
